turns,white_rating,black_rating,opening_moves,victory_status_cod,winner_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,rated_cod
134,1369,1307,5,1,0,237,177,1439,1
41,1603,1339,4,1,2,104,108,1251,1
47,1612,1601,4,3,2,19,191,653,1
29,1229,1215,2,3,2,321,77,682,1
110,1784,1851,4,1,0,19,99,1324,1
64,1016,1230,2,3,2,257,4,1465,0
30,1218,1393,1,3,0,379,0,1433,1
113,1769,1383,2,1,2,19,36,682,1
91,1828,1471,3,0,1,102,71,746,0
23,1786,1966,4,3,2,311,72,1143,0
91,1649,1445,10,1,2,248,172,186,1
47,1701,1809,9,3,2,19,154,323,1
47,1841,1940,10,3,0,102,101,1261,1
53,1214,1115,6,3,2,102,239,96,1
94,1701,1758,4,3,2,54,239,978,1
73,1696,1657,2,1,2,238,4,1471,1
119,1942,1466,8,1,2,19,275,923,1
23,1527,1507,2,3,2,19,4,1469,1
54,1262,1289,1,3,0,360,0,1433,1
78,1218,1371,4,1,0,187,171,644,1
37,1866,1521,1,3,2,19,36,960,1
45,1298,1347,5,3,0,187,86,111,1
88,1869,1987,8,1,0,311,192,789,1
59,1446,1739,2,2,2,19,41,443,1
62,1748,1774,1,3,0,19,0,434,1
62,1689,1981,6,3,2,19,52,34,1
99,1856,1365,3,1,2,314,152,371,0
97,1689,1790,6,0,1,19,197,293,0
16,1413,1336,5,3,0,356,195,1150,0
66,1621,1703,5,3,0,315,177,1439,1
32,1916,1830,5,1,0,102,193,1035,1
57,1667,1404,5,1,2,22,259,866,1
23,1572,1126,3,3,2,19,174,67,1
98,1743,2088,3,1,0,19,0,410,1
40,1540,1446,3,3,2,19,91,1351,1
71,1359,1480,8,3,2,19,198,302,0
94,1575,1474,4,3,0,19,191,653,1
27,1868,1808,4,1,2,31,153,358,1
26,1431,1355,1,1,0,19,0,677,1
116,1424,1158,3,0,1,19,174,67,0
112,1865,1952,7,3,0,102,240,988,1
22,1365,1856,7,3,2,314,175,78,0
16,1334,1294,2,3,0,324,72,1125,1
53,1293,1282,4,1,2,19,193,777,1
29,1340,1366,1,3,0,19,0,1433,1
91,1466,1582,4,3,2,315,192,784,0
109,1417,1463,8,0,1,102,216,1040,1
55,1810,1749,8,3,2,108,221,1092,1
2,1921,2322,2,2,0,3,239,961,1
52,1150,1596,2,1,0,19,36,433,1
35,2221,2222,2,1,2,37,36,433,1
66,1372,1360,4,3,0,19,99,1324,1
20,1485,1720,3,3,0,19,171,650,1
51,1979,1537,4,1,2,361,72,1141,1
72,1403,1291,2,1,0,117,171,639,1
47,1447,1736,7,3,2,19,120,1214,1
21,1951,1882,8,3,2,19,195,1172,1
10,1240,1602,2,2,0,43,90,1194,1
117,1184,1506,4,1,2,32,241,980,1
26,1530,1843,4,3,0,19,264,874,1
96,1733,1833,4,0,1,19,108,1251,1
37,1452,1172,7,3,2,55,196,1150,1
43,1718,2210,4,3,2,19,240,967,1
107,1684,1053,9,2,2,19,226,1089,1
102,1561,1500,1,2,0,298,36,960,1
66,2076,1990,3,3,0,21,6,1462,1
43,1686,1606,6,3,2,19,206,463,1
12,1250,1556,1,1,0,28,0,1427,1
65,1177,1217,4,3,2,48,191,645,1
50,1516,1586,7,2,0,350,49,772,1
9,1601,1399,4,3,2,102,174,72,1
47,1677,1640,4,1,2,19,241,967,1
119,1545,1714,9,1,2,19,204,464,1
46,1509,1913,4,3,0,37,343,460,1
89,1682,1350,2,1,2,356,36,433,1
124,1486,1539,3,1,0,19,171,651,1
62,1243,2082,3,3,0,19,90,1370,1
7,1271,1130,3,1,2,361,171,661,1
29,1612,1662,8,1,2,104,219,1080,1
4,1589,1739,4,3,2,211,117,1194,0
39,1506,1133,5,3,2,236,195,1150,1
53,1500,1500,5,3,2,19,195,1150,0
16,1570,1414,4,1,0,102,264,874,1
24,1928,2050,7,1,0,37,249,1393,1
46,1421,1630,9,1,0,187,226,1089,1
1,1670,1175,1,3,2,19,71,638,1
18,1459,1307,4,3,2,214,175,68,1
33,1672,1455,6,0,1,394,213,1121,0
138,1315,1163,7,3,0,19,198,301,1
98,1446,1489,3,1,0,315,171,661,1
92,1442,1609,1,2,0,19,0,1124,1
63,2229,2002,10,1,2,361,154,316,1
37,2222,1810,5,1,2,19,83,141,1
10,1758,1852,3,3,0,26,65,191,0
115,1445,1407,5,1,2,108,343,594,1
78,1772,1770,5,3,0,37,99,1314,1
72,1570,1633,5,3,0,19,265,907,1
2,1570,1797,1,3,0,19,0,1433,1
53,1554,1479,1,3,2,200,36,960,1
40,1789,1796,6,3,0,19,343,593,1
87,1434,1179,7,3,2,103,199,304,1
42,1649,2183,8,3,0,102,101,1247,1
49,1607,1463,2,3,2,43,39,766,1
51,1500,1319,5,1,2,32,192,783,1
8,1866,2088,6,3,2,236,78,808,1
70,1065,1344,4,3,0,315,82,111,1
35,1859,1460,5,3,2,19,91,1350,1
132,1497,1491,3,3,0,19,90,1208,1
63,1636,1260,1,1,2,102,0,30,1
44,1091,1096,5,3,0,315,243,968,0
21,2225,2096,10,3,2,311,172,187,1
40,955,1082,2,1,0,108,36,433,1
69,1658,1689,6,2,2,117,211,1120,1
40,1523,1523,5,1,0,19,197,1415,1
122,1364,1356,3,1,0,19,78,810,1
64,1588,1574,2,3,0,220,36,682,1
67,1591,1581,6,2,2,102,51,54,1
39,1495,1896,4,1,2,19,245,943,1
15,1589,1691,8,3,2,37,216,1040,0
101,1076,1011,3,2,2,19,171,650,0
103,1678,1595,2,3,2,253,37,960,1
38,1794,1750,7,3,2,102,313,957,1
51,1381,1583,3,1,2,311,71,137,1
63,1320,1391,1,2,2,102,0,827,1
86,1817,1866,4,1,0,187,117,1194,0
85,1403,1486,2,1,2,329,73,0,1
55,945,964,5,3,2,211,71,752,1
94,1629,2001,2,3,0,19,72,1125,0
16,1107,1631,3,3,0,236,171,661,1
41,1767,1722,8,3,2,104,123,1290,0
103,1466,1529,4,2,2,19,247,926,0
42,1842,2137,3,3,0,393,6,1473,1
77,1451,1144,2,3,2,37,77,682,1
14,1183,1431,4,1,0,311,81,114,0
53,1544,1332,2,3,2,368,36,682,1
17,1428,1313,4,1,2,19,99,1324,0
80,1275,1253,2,3,0,315,28,269,1
39,1500,1327,1,1,2,223,2,61,1
57,1433,1653,2,3,0,104,28,269,1
69,1216,1182,2,1,2,236,37,960,1
47,1824,1817,2,1,2,315,77,682,1
64,1571,1597,7,3,0,117,154,313,1
92,1820,1820,6,3,0,104,268,903,0
52,1532,1517,9,3,0,350,268,888,1
92,1139,1404,4,1,0,19,241,980,1
45,1028,869,4,1,2,128,152,1002,0
38,1079,1582,4,2,0,311,241,974,0
63,1631,1546,3,1,2,102,172,164,0
60,1133,1234,6,3,0,108,201,405,1
28,1400,1395,2,3,0,104,4,1463,0
6,1959,2008,5,3,2,19,81,153,1
66,2119,1959,7,3,0,102,219,1071,1
122,1807,1769,2,1,0,102,90,1194,1
30,1211,1226,6,0,1,187,206,514,1
45,1500,1741,3,3,2,104,6,1473,0
63,1447,1389,3,3,2,315,171,654,1
59,2064,1897,6,3,2,238,206,463,1
43,1805,1273,4,3,2,314,192,784,1
47,1342,1299,3,3,2,205,241,992,0
55,1227,1253,3,3,2,108,91,1285,1
47,1755,1903,4,3,2,19,181,570,1
68,1870,1989,2,3,0,298,4,1004,1
6,1217,1611,6,2,0,28,197,293,1
133,1762,2220,5,1,2,19,97,1323,1
81,1782,1325,7,3,2,119,197,297,1
27,2270,1968,6,3,2,19,36,285,1
30,1528,1500,3,3,0,110,239,977,0
53,1283,1422,2,3,2,19,72,1125,1
62,1985,1921,8,3,0,19,192,789,1
80,1241,1280,3,2,0,19,91,1351,1
34,1412,1492,4,3,0,102,117,1194,1
68,1996,2132,2,1,0,348,10,246,1
30,1367,1208,1,2,0,315,0,537,0
93,1572,1590,6,1,2,19,72,1137,1
88,1401,1373,3,0,1,19,91,1285,1
39,2336,1830,9,3,2,19,196,1165,1
57,1857,1737,5,3,2,104,243,968,1
53,2022,2162,6,3,2,248,15,236,1
52,1224,1294,6,3,0,211,192,792,1
58,1712,1500,3,3,0,315,239,977,0
60,1692,1699,2,3,0,311,3,62,1
59,1827,1857,9,1,2,104,305,425,1
63,1445,1172,5,3,2,102,195,1150,1
133,1851,2082,10,0,1,41,113,1248,0
17,1545,1465,2,3,2,311,4,1459,1
58,1204,1464,5,1,0,37,195,1150,0
55,1335,1444,2,3,2,19,72,1125,1
120,1741,1871,7,1,0,19,163,337,1
54,1145,1040,2,3,2,108,72,1125,1
51,1500,1651,6,3,2,19,216,1039,0
39,1971,1317,4,1,2,19,72,1141,1
76,1551,1479,6,2,0,311,245,940,1
12,1807,1274,3,3,0,19,0,410,1
76,1195,1247,6,3,0,315,73,24,0
33,2063,2065,4,3,2,104,72,1141,1
26,1458,1363,5,3,2,19,66,202,1
46,1970,1208,3,0,1,32,71,656,0
78,1308,1441,5,3,0,19,177,1443,1
35,1619,1625,5,3,2,19,154,314,0
52,1780,2015,3,3,0,102,152,352,0
89,1576,1573,4,3,2,19,72,1143,1
79,1599,1599,4,3,2,315,241,980,1
44,1300,1397,6,3,0,121,108,1284,1
31,1755,1293,4,1,2,19,264,874,1
35,1483,1275,3,1,2,370,191,635,1
45,1383,1489,6,1,2,315,197,293,0
75,1491,1240,5,3,2,113,154,314,1
68,1701,1500,5,1,0,117,197,1415,1
31,1359,1500,4,3,2,315,191,643,0
69,1553,1482,4,1,2,19,258,851,1
85,1220,1275,5,3,2,187,73,25,1
146,1950,1876,5,3,0,363,192,785,1
25,1970,1500,4,3,2,19,191,210,0
52,1620,1723,5,1,0,19,241,976,1
32,1306,1298,8,3,0,19,201,297,1
31,1832,1821,7,1,2,211,83,123,0
65,1831,2048,2,1,2,180,36,682,0
106,1323,1351,6,1,0,102,197,1416,1
69,1069,1295,2,1,2,19,36,682,1
81,1950,1849,2,3,2,19,36,433,1
71,1677,1620,9,1,2,350,201,494,0
133,1832,1762,5,1,2,19,117,1224,1
23,1331,1159,5,1,2,19,197,1415,1
58,1453,1796,3,1,0,358,6,765,1
48,1629,1567,9,3,0,19,272,911,1
46,2035,1910,2,3,0,104,36,214,1
62,1216,1584,4,1,0,391,72,1141,1
54,1668,1761,2,1,0,311,36,433,1
81,1359,1044,3,1,2,187,73,13,1
24,1087,1096,5,1,0,19,201,462,1
11,1500,1134,2,3,2,306,41,443,0
77,1690,1533,8,3,2,19,101,1282,1
33,1426,987,4,3,2,19,73,17,1
39,1610,1671,5,3,0,311,81,153,0
46,1605,1403,6,3,2,119,201,405,1
105,1500,1202,2,0,1,315,78,809,1
125,911,1356,2,1,2,396,10,237,1
100,1500,1456,5,3,0,108,193,1034,1
109,1606,1537,5,1,2,189,41,1425,1
104,1325,1617,4,3,0,315,264,874,1
36,1835,1887,6,1,0,315,185,550,1
36,1564,1639,6,1,0,315,201,503,1
62,1509,1487,8,1,0,19,76,16,1
80,1690,1830,4,2,0,19,71,757,1
135,1621,1853,8,1,2,225,154,312,1
56,1605,1521,5,3,0,108,154,314,1
87,1480,1310,8,1,2,19,201,495,0
15,1903,1752,2,3,2,19,41,443,1
54,1278,1220,2,3,0,238,73,0,1
19,1682,1500,3,3,2,19,241,992,0
60,1912,1936,2,2,0,19,0,829,1
36,1750,1741,6,1,0,111,201,405,1
51,1686,1567,5,3,2,359,192,783,1
32,1075,1524,1,1,0,19,0,1433,1
10,1035,1603,1,3,0,61,0,1451,1
113,1623,1442,3,3,2,358,152,359,1
17,1703,1562,9,3,2,102,208,534,0
59,1102,1810,1,3,2,39,0,1433,0
62,1503,1587,2,3,0,361,4,1471,1
75,1499,1498,4,1,2,350,245,943,1
112,1619,1592,2,0,1,19,41,443,1
71,1241,978,3,3,0,311,93,1219,0
29,1222,1356,6,2,2,363,215,1054,1
20,1399,1365,5,3,0,19,153,343,0
94,1500,1516,4,0,1,0,264,874,1
48,1345,1448,2,3,0,19,239,961,1
61,1810,1686,2,3,2,19,36,283,1
65,1952,1954,4,1,2,102,117,1194,1
114,1724,1545,5,3,0,363,258,870,1
93,1858,1920,7,1,2,19,323,716,1
112,1300,1319,3,1,0,19,93,1219,1
72,1112,1073,3,1,0,187,42,1421,1
80,1349,1383,3,3,0,75,239,977,1
27,1279,1363,5,3,0,311,71,752,1
55,1419,1074,4,1,2,108,191,645,1
65,2179,2317,4,3,2,69,258,851,1
104,1638,1757,6,1,0,19,20,253,1
51,1861,1413,1,2,2,321,36,960,0
86,1804,1869,5,0,1,104,153,343,1
100,1995,2014,6,0,1,19,72,1146,1
34,1252,1714,3,1,0,19,239,967,1
94,969,1344,2,1,0,108,239,961,0
26,958,1313,6,3,2,19,101,1326,0
39,1267,1370,4,3,2,19,72,1141,1
69,1802,1367,5,1,2,19,71,759,1
30,1081,1356,1,1,0,19,0,1427,1
91,1520,1521,6,2,2,117,343,593,1
39,1940,1327,3,1,2,290,71,656,1
34,1437,1786,4,3,0,19,239,963,1
70,1506,2221,1,3,0,19,0,1427,1
60,994,1192,6,1,0,248,162,357,1
9,1395,1273,2,1,2,19,71,774,1
42,1663,1924,4,3,0,19,99,1324,1
19,976,1832,4,3,0,19,77,1010,1
17,1500,1489,3,3,0,311,239,967,0
31,1434,1357,3,2,2,19,174,67,1
63,1949,1474,5,3,2,19,117,1224,0
111,1783,1595,3,0,1,19,241,992,1
80,1898,1926,9,3,0,19,349,608,1
44,1250,1243,7,1,0,102,208,518,1
56,1695,1600,2,3,2,348,36,682,1
40,1952,1506,4,3,2,37,117,1194,1
71,1613,1729,9,3,2,108,154,323,1
39,1076,1343,3,1,2,19,91,1351,1
57,1366,1500,1,1,2,298,307,27,1
106,1623,1623,6,1,0,19,211,1072,1
25,1582,1634,4,3,2,19,192,784,1
63,1474,1337,3,1,2,298,91,1285,1
82,1773,1653,2,3,0,19,71,774,1
42,1500,1810,6,1,0,187,213,1121,1
122,1648,1596,8,2,1,19,79,819,1
120,1624,1835,10,2,0,102,136,1340,1
83,1662,1315,2,3,2,19,77,682,1
40,1173,1262,3,3,0,19,171,661,1
49,1160,946,3,1,2,108,239,977,1
52,1496,1305,3,1,0,329,171,650,1
53,1741,2062,4,3,2,19,117,1194,1
68,1436,1434,1,1,0,236,36,960,1
4,1527,1861,1,1,0,19,2,61,1
66,1321,2051,3,1,0,19,42,1421,0
86,1832,1807,6,3,0,19,213,1121,1
57,1846,1947,5,3,2,19,192,785,1
46,1933,1499,5,3,2,19,193,1034,1
44,1282,1213,4,3,0,102,258,851,1
81,1768,1717,8,2,2,118,221,1092,1
77,1467,1501,4,0,1,200,192,784,1
71,1485,1352,7,1,2,234,196,1150,0
75,1500,1801,6,1,2,102,313,945,0
3,1408,1570,3,0,1,185,241,992,0
92,1155,1125,4,3,0,19,193,777,1
48,1639,1728,7,1,0,376,199,304,1
73,1445,1454,6,3,2,92,213,1121,1
91,1890,1887,5,1,2,19,117,1224,1
92,1195,1298,1,2,0,19,0,1433,1
97,1909,1887,5,3,2,41,192,783,1
52,1500,1739,1,1,0,117,0,30,0
42,1739,1701,4,1,0,102,174,75,1
40,1497,1532,6,3,0,31,154,315,0
45,2002,2108,6,3,0,219,119,1211,1
34,1507,1757,4,3,0,21,241,967,1
32,1515,1710,8,3,0,372,196,1154,1
30,1500,1265,7,1,0,175,198,301,0
33,1702,1501,9,3,2,19,195,1173,0
2,1091,1500,1,3,0,236,0,1433,0
76,1302,1349,4,3,2,202,96,1260,1
26,1111,897,1,3,2,19,0,434,0
115,1765,1829,3,3,0,19,152,363,1
28,1820,2225,3,3,0,19,152,353,1
9,1500,987,2,1,2,168,71,671,1
43,1848,2272,8,2,2,21,320,733,0
76,1460,1457,2,1,0,19,77,682,1
28,1565,1563,5,3,0,117,195,1150,1
50,1500,1500,3,3,0,19,90,1364,0
27,1224,1289,5,3,2,19,192,783,1
39,2118,2004,4,3,2,102,93,1217,1
73,1907,1677,6,2,2,107,265,1178,1
93,1441,1392,4,2,2,37,191,210,1
80,1812,1693,7,3,0,102,197,297,1
70,1691,1589,7,3,0,37,154,313,0
62,1303,1634,6,2,0,19,211,1072,1
29,2300,2041,8,3,2,19,319,727,1
44,1400,1437,2,3,0,361,4,1465,0
42,1444,1400,5,1,0,19,195,1150,1
77,2228,2228,9,3,2,117,154,323,1
105,1500,1554,6,1,2,19,213,1121,0
9,1599,1647,3,0,1,161,93,1219,0
22,1264,1268,4,0,1,236,191,653,1
30,1862,1764,6,3,0,19,47,108,1
117,1501,1486,3,3,2,19,90,1208,1
74,1650,1721,7,1,0,248,120,1214,1
37,1556,1410,3,3,2,108,90,1208,1
47,1053,1474,3,1,2,207,239,962,1
81,2150,1774,5,1,2,19,192,785,1
19,1348,1407,3,3,0,19,90,1287,0
34,1570,1611,7,3,0,19,77,688,1
100,1565,1673,10,3,2,102,228,1104,1
101,1670,1522,3,1,2,236,174,67,1
19,1302,1236,3,3,2,19,171,651,1
47,1288,1520,6,1,2,206,239,96,0
36,1320,1223,1,1,0,19,0,677,1
100,1444,1480,4,1,0,19,247,926,0
46,1172,1286,7,1,0,19,197,297,1
23,1377,1804,6,1,2,19,206,463,0
16,1561,1523,5,3,2,236,258,868,1
61,1687,1566,5,3,2,19,71,752,1
94,1839,1736,2,3,0,19,4,1463,1
66,1500,1821,5,1,0,19,239,84,0
59,1610,1571,2,3,2,315,81,111,0
64,1200,1002,6,1,0,21,119,1211,1
70,1315,1189,2,1,0,19,90,1194,1
17,1671,1094,1,3,2,21,0,1433,1
17,1678,1017,5,3,0,311,192,785,1
44,1599,1716,2,3,0,19,36,433,1
113,1958,1952,2,2,2,19,4,1459,1
37,1597,1500,2,3,0,289,36,679,1
19,1552,1275,2,1,2,28,41,443,1
40,1181,1466,5,3,0,37,118,1212,0
53,1592,1671,5,1,2,19,94,1221,1
38,1983,2313,2,3,0,19,36,433,1
107,1462,1437,10,3,2,361,136,1340,1
24,1864,1833,9,3,2,104,226,1089,1
107,1234,1087,4,3,2,38,71,1405,1
20,1196,1348,5,3,0,102,258,868,1
98,1487,2008,1,1,0,298,2,61,1
43,1499,1104,3,2,2,117,174,67,0
16,1592,1500,3,3,2,121,152,352,0
32,1256,1703,6,3,0,19,268,903,1
95,2209,2113,4,3,2,104,78,997,1
19,1613,1279,1,3,2,394,0,434,1
45,2197,1943,5,3,2,102,118,1212,1
36,1343,1256,3,1,0,19,171,661,1
29,1530,1556,5,3,0,28,193,1034,1
118,1431,1289,3,3,0,350,36,291,0
108,1689,1746,5,0,1,311,193,778,1
58,1500,1739,1,1,0,117,0,677,0
71,1701,1821,7,2,2,104,198,301,1
128,1560,1185,3,3,0,19,91,1285,1
29,1418,1330,4,2,2,315,72,1141,1
51,1305,1671,3,3,2,187,91,1351,1
100,1492,1560,2,3,0,19,78,809,1
54,1454,1613,4,3,0,19,21,261,1
51,1227,1303,9,3,2,102,239,92,1
55,1461,1388,3,1,2,19,31,279,1
37,1431,1295,5,1,2,102,193,1034,1
72,2232,2081,9,2,0,355,201,494,1
104,1288,1454,4,3,0,103,193,777,1
111,1239,1211,2,3,2,19,36,283,1
75,1908,1862,3,1,2,361,241,992,1
72,1778,1746,6,3,0,19,268,903,1
79,2096,1870,3,1,2,19,152,370,1
49,2082,1517,9,3,2,19,172,184,1
118,1787,1427,5,0,1,117,0,33,1
68,1756,1667,6,3,2,356,206,514,1
106,1489,1501,9,3,0,19,223,1098,1
18,1149,1372,5,3,0,19,195,1150,1
95,1301,1616,4,2,2,19,192,784,1
56,1302,1696,6,1,0,19,216,1039,1
55,1902,1365,3,3,2,311,152,352,0
41,1799,1711,3,3,2,19,245,850,1
35,1699,1457,4,1,2,102,241,967,1
41,1775,1426,4,3,2,108,193,777,1
74,1571,1389,6,3,0,315,213,1121,1
40,1958,1967,1,1,0,19,0,827,1
60,2017,2167,6,2,0,348,15,236,1
15,1547,1522,3,1,2,108,172,164,1
93,2308,2173,7,3,2,361,120,1214,1
33,1830,1263,4,1,2,315,258,851,1
43,1286,1304,7,3,0,108,199,304,1
122,2277,1893,7,0,1,19,16,227,1
97,1428,1073,4,1,2,19,0,832,1
47,1757,1748,10,0,1,31,208,535,1
9,1932,1989,3,1,2,361,61,196,1
2,1749,1620,1,3,2,19,0,677,1
4,1500,1238,1,1,0,350,2,61,0
49,1987,1548,5,1,2,117,193,1034,0
74,1591,1500,2,1,0,102,19,247,0
48,1388,1326,2,3,2,19,81,111,1
71,999,1375,6,1,2,203,212,1052,1
37,1675,1654,4,3,2,19,43,945,1
3,1252,1168,2,3,2,315,71,32,1
59,2043,2017,10,3,2,19,242,984,1
54,1562,2210,2,1,0,110,1,735,0
56,1977,1919,6,3,0,19,243,969,1
84,1728,1637,4,3,2,315,24,257,1
27,1500,1571,7,3,2,219,192,790,1
85,2032,1776,7,3,2,39,38,685,0
40,1357,1480,5,3,2,19,177,1443,0
53,1274,1233,2,1,2,203,0,1431,1
43,1500,1712,2,3,2,19,239,961,0
16,2008,1744,4,3,2,248,20,254,1
96,2057,1949,9,3,0,121,220,1081,0
118,2111,1981,6,0,1,347,72,1146,1
41,1678,1698,3,1,2,19,6,1473,1
104,1982,2131,1,1,0,219,0,1124,1
44,1891,1845,6,3,0,361,72,1145,1
59,1500,1170,3,1,2,19,172,164,0
78,2179,2115,1,3,0,19,0,434,1
62,1214,1359,3,3,0,379,239,977,1
10,2313,2168,2,3,0,187,71,774,1
27,1500,1005,5,1,2,350,162,360,1
36,871,1006,3,3,0,80,171,847,1
44,1427,1359,8,3,2,19,221,1092,1
2,1442,834,2,3,2,389,152,311,1
116,1975,1907,9,2,0,19,154,323,1
64,1255,1108,10,3,0,158,263,861,0
46,1441,1331,8,3,2,108,319,727,1
12,1277,1047,3,2,0,72,191,635,0
2,920,1348,2,3,0,315,239,961,1
102,1548,1465,3,3,0,356,152,352,1
64,1509,1550,4,3,2,19,72,1143,1
130,1506,1321,3,1,0,19,239,967,1
45,1673,1657,4,3,2,19,245,943,1
44,1538,1472,2,2,0,19,36,433,1
89,1655,1470,4,3,2,0,172,642,1
15,1116,1338,3,3,2,19,171,661,1
114,1407,1555,3,3,0,315,152,363,1
90,1732,1785,4,1,0,19,73,21,1
62,1788,1853,6,1,0,19,201,405,1
66,1141,1094,8,1,0,109,201,297,0
54,1430,1500,3,1,0,70,71,656,1
52,951,1793,1,1,0,253,0,1433,1
59,1225,1252,8,1,2,108,199,305,1
23,1697,1171,5,0,1,19,201,462,0
49,1399,1273,3,3,2,361,36,291,1
83,1478,1490,5,3,2,102,195,1150,0
35,1518,1709,5,3,2,361,71,756,1
34,1228,1500,1,1,0,236,0,537,0
12,1500,1595,2,3,0,298,72,1125,0
101,1342,1298,3,3,2,315,71,137,1
54,1652,1622,1,3,0,19,36,960,1
71,2054,1977,8,1,2,102,101,1255,1
103,1324,1329,6,3,2,110,195,844,1
93,1651,1670,3,1,2,224,90,1370,0
47,1353,1501,6,1,2,102,215,1054,1
47,1348,1432,3,1,2,97,90,1208,1
64,1541,1817,3,1,0,211,90,1208,1
78,1542,1535,9,2,0,19,204,467,1
103,1756,1387,2,3,2,19,71,745,1
33,2264,1753,4,3,2,19,191,210,0
61,1494,1364,5,1,2,19,25,260,1
67,1039,1070,3,3,2,108,152,351,1
77,1383,1045,3,1,2,273,152,352,1
74,2352,2366,7,3,2,361,191,668,1
47,2351,2097,2,3,2,21,4,1465,1
45,1708,1668,5,3,2,102,243,968,0
44,1862,2199,4,3,0,19,65,200,1
131,1334,1246,6,1,2,19,121,1195,1
66,1589,1348,6,1,0,19,246,938,0
38,1262,1661,5,3,0,19,241,976,1
90,1142,1431,4,1,0,315,153,358,1
58,1943,1882,5,3,0,58,192,785,1
114,1755,1789,3,0,1,360,241,992,1
26,1716,1422,5,1,0,102,195,659,1
45,1445,1431,6,3,2,37,258,858,1
4,927,1055,1,3,0,102,1,734,1
63,1946,1828,4,3,2,104,117,1194,1
51,1896,1910,4,1,2,70,152,1002,1
120,1695,1679,4,1,0,102,246,935,1
83,1703,1783,6,2,2,19,206,463,1
44,1237,1326,6,3,0,315,239,96,0
18,1271,1500,4,3,0,4,245,943,0
38,1715,1887,9,3,0,19,303,426,0
79,1812,1726,3,2,2,19,241,992,0
52,1500,1302,1,3,0,236,0,409,0
139,1714,1577,4,1,2,19,245,943,1
118,2055,2007,8,3,0,187,319,727,1
58,1670,1984,4,1,0,19,77,1010,1
63,2014,2023,8,3,2,19,241,933,1
41,1441,1338,3,3,0,19,174,67,1
17,1785,1132,5,3,2,41,201,462,1
60,1500,1484,3,1,0,158,178,1434,0
60,1663,1223,4,3,2,104,40,766,0
83,1840,2013,8,2,2,19,319,727,1
59,1852,1781,2,3,2,19,36,682,1
45,1344,1195,3,3,2,315,191,635,1
111,2045,1768,6,3,2,386,213,1121,0
22,1902,1233,3,3,2,37,93,1219,0
53,1580,1520,5,2,2,298,1,742,1
14,1646,1381,4,3,2,315,46,675,1
94,1278,1582,6,3,0,311,212,1052,1
36,1668,1717,8,3,0,361,245,942,1
80,1216,1352,4,3,0,41,176,1438,1
92,1892,1770,2,1,0,361,36,433,1
64,1334,1384,5,1,0,187,243,968,1
18,1477,1504,4,3,0,37,99,1324,1
70,1581,1649,6,3,2,355,192,786,1
39,1692,1889,7,1,2,108,270,921,1
50,1622,1500,6,3,0,215,108,1253,1
106,968,1305,8,1,0,236,201,297,0
56,1872,1777,5,3,0,301,155,374,1
73,1743,1819,7,1,2,19,48,107,1
33,1973,1881,3,3,0,295,4,1460,0
80,1143,1711,5,1,0,19,195,843,0
2,1765,1234,1,3,2,380,1,734,1
109,1360,1227,4,3,2,19,78,806,1
15,1750,1622,7,1,2,311,173,173,1
3,1240,1161,3,3,2,262,191,635,0
33,2145,1631,4,3,2,355,99,1324,1
128,1686,1098,2,0,1,31,71,159,1
46,1224,1222,4,3,0,19,245,943,1
24,1383,1141,2,3,2,19,28,269,1
77,1869,1254,3,1,2,19,91,1351,1
87,1777,1807,6,2,2,37,211,1072,1
65,1474,1254,10,3,2,383,220,1077,0
39,1965,1741,3,1,2,19,239,977,1
5,2141,2180,2,3,2,361,36,682,1
71,1531,1500,2,1,2,236,239,961,0
12,1612,1600,1,3,0,19,10,215,1
57,1473,1196,5,3,2,19,101,1325,1
50,1543,1456,4,2,0,19,247,926,1
2,1332,1001,2,3,2,315,71,432,1
121,1483,1213,3,1,2,356,83,111,0
66,2073,2195,5,1,0,361,108,1373,1
52,1577,1763,6,1,0,117,49,773,1
48,1508,1243,4,3,0,361,191,645,1
113,1507,1445,4,1,2,108,99,1324,1
2,1362,873,1,3,2,315,0,1427,1
66,1633,1106,2,3,2,359,4,1466,1
9,1310,1304,6,1,2,19,193,1020,1
43,1880,1490,9,1,2,19,239,92,1
24,1063,1678,5,3,0,19,195,646,1
117,1979,2055,9,3,2,104,196,1165,1
56,1500,1504,3,1,0,66,171,649,0
60,1887,1760,3,3,0,236,241,992,1
82,1638,1552,6,3,0,19,206,463,1
37,1426,1178,6,1,2,374,86,136,1
66,2239,2151,6,2,0,37,83,119,1
43,1295,1311,6,3,0,31,258,855,1
43,2226,2119,8,3,2,311,154,312,1
52,1413,1528,6,1,0,19,201,405,1
63,1890,1639,9,3,2,102,79,824,1
14,1434,1352,5,2,0,19,192,785,0
106,1372,1500,2,3,0,19,15,225,0
24,1320,1524,8,3,0,108,206,506,0
74,1771,1447,8,3,0,298,108,1333,1
38,1182,1429,3,3,0,19,172,164,1
51,1928,1688,10,3,2,19,170,401,1
144,2063,2038,8,0,1,237,221,1093,1
54,1844,1539,4,3,0,108,264,874,0
14,1382,1009,1,2,0,310,0,537,1
13,1729,1620,1,3,2,102,0,1433,1
64,1873,1858,10,1,0,19,127,1227,1
62,1302,1338,5,2,0,234,154,314,1
112,1642,1585,2,3,0,19,152,311,1
76,1299,1369,8,1,0,108,353,629,1
